timestamp,pupil_size,elapsed
1749722025.950439,11,-1.4221820831298828
1749722026.0237272,18,-1.3488938808441162
1749722026.064461,15,-1.3081600666046143
1749722026.099204,16,-1.2734169960021973
1749722026.1300511,16,-1.242569923400879
1749722026.166473,17,-1.2061481475830078
1749722026.1917608,17,-1.1808602809906006
1749722026.2258098,17,-1.1468112468719482
1749722026.25928,17,-1.1133410930633545
1749722026.29733,17,-1.0752911567687988
1749722026.3334742,17,-1.039146900177002
1749722026.367559,17,-1.0050621032714844
1749722026.392906,17,-0.97971510887146
1749722026.4348319,17,-0.9377892017364502
1749722026.465516,17,-0.9071049690246582
1749722026.491323,17,-0.8812980651855469
1749722026.5292811,17,-0.8433399200439453
1749722026.564477,17,-0.8081440925598145
1749722026.596659,17,-0.7759621143341064
1749722026.6267579,17,-0.7458631992340088
1749722026.6628742,17,-0.7097468376159668
1749722026.693481,17,-0.6791400909423828
1749722026.73129,17,-0.6413309574127197
1749722026.760594,17,-0.6120271682739258
1749722026.796629,17,-0.5759921073913574
1749722026.830692,17,-0.5419290065765381
1749722026.863829,17,-0.5087921619415283
1749722026.9035368,17,-0.4690842628479004
1749722026.928642,17,-0.44397902488708496
1749722026.968595,17,-0.4040260314941406
1749722026.999649,17,-0.3729720115661621
1749722027.036465,17,-0.33615612983703613
1749722027.068783,17,-0.30383801460266113
1749722027.0946822,17,-0.2779388427734375
1749722027.127271,17,-0.24535012245178223
1749722027.160501,17,-0.21212005615234375
1749722027.20156,17,-0.17106103897094727
1749722027.229793,16,-0.14282798767089844
1749722027.268745,16,-0.10387611389160156
1749722027.29407,17,-0.07855105400085449
1749722027.335528,17,-0.037093162536621094
1749722027.3701491,17,-0.002471923828125
1749722027.395206,16,0.022584915161132812
1749722027.4293,16,0.05667901039123535
1749722027.465729,17,0.09310793876647949
1749722027.500961,16,0.1283400058746338
1749722027.534772,16,0.16215085983276367
1749722027.561312,16,0.1886909008026123
1749722027.603094,17,0.23047304153442383
1749722027.6283772,17,0.255756139755249
1749722027.663439,17,0.2908179759979248
1749722027.7013838,16,0.3287627696990967
1749722027.734378,17,0.3617570400238037
1749722027.768546,17,0.39592504501342773
1749722027.804387,17,0.4317660331726074
1749722027.833065,17,0.46044397354125977
1749722027.8629801,17,0.4903590679168701
1749722027.90214,17,0.5295188426971436
1749722027.93991,17,0.567288875579834
1749722027.968836,16,0.596215009689331
1749722028.001508,17,0.6288869380950928
1749722028.031426,17,0.6588048934936523
1749722028.065464,17,0.692842960357666
1749722028.102935,16,0.7303140163421631
1749722028.137696,17,0.7650749683380127
1749722028.166618,17,0.793997049331665
1749722028.1991339,17,0.8265128135681152
1749722028.2363808,17,0.8637597560882568
1749722028.271053,17,0.8984320163726807
1749722028.2985501,17,0.925929069519043
1749722028.336396,17,0.9637749195098877
1749722028.362116,17,0.989495038986206
1749722028.40691,17,1.0342888832092285
1749722028.433294,17,1.0606729984283447
1749722028.4689631,17,1.0963420867919922
1749722028.503005,16,1.1303839683532715
1749722028.535904,17,1.163282871246338
1749722028.5725498,17,1.1999287605285645
1749722028.6052449,16,1.232623815536499
1749722028.63089,16,1.2582688331604004
1749722028.664026,17,1.2914049625396729
1749722028.698221,16,1.3255999088287354
1749722028.733122,16,1.3605010509490967
1749722028.769376,17,1.3967549800872803
1749722028.806293,17,1.4336719512939453
1749722028.830245,17,1.4576239585876465
1749722028.866358,17,1.493736982345581
1749722028.899422,17,1.5268008708953857
1749722028.929507,16,1.5568859577178955
1749722028.963799,15,1.5911779403686523
1749722028.99981,16,1.6271889209747314
1749722029.0322251,16,1.6596040725708008
1749722029.066944,17,1.6943228244781494
1749722029.1073139,16,1.7346928119659424
1749722029.1394749,16,1.7668538093566895
1749722029.166754,16,1.794132947921753
1749722029.200966,16,1.8283448219299316
1749722029.240109,17,1.867487907409668
1749722029.27342,17,1.900799036026001
1749722029.298965,17,1.9263439178466797
1749722029.336531,17,1.9639098644256592
1749722029.36715,16,1.9945290088653564
1749722029.3965409,17,2.0239198207855225
1749722029.431944,17,2.0593228340148926
1749722029.467066,16,2.094444990158081
1749722029.50141,17,2.128788948059082
1749722029.5312378,17,2.158616781234741
1749722029.5741389,16,2.2015178203582764
1749722029.59803,16,2.2254090309143066
1749722029.634358,16,2.2617368698120117
1749722029.6654599,16,2.2928388118743896
1749722029.699647,16,2.327025890350342
1749722029.737637,17,2.365015983581543
1749722029.768233,17,2.3956120014190674
1749722029.798604,17,2.42598295211792
1749722029.833823,17,2.4612019062042236
1749722029.864161,17,2.49153995513916
1749722029.9013262,17,2.52870512008667
1749722029.936,17,2.5633790493011475
1749722029.9646,17,2.5919790267944336
1749722029.9978518,17,2.6252307891845703
1749722030.031622,17,2.659000873565674
1749722030.064115,17,2.6914939880371094
1749722030.098957,17,2.7263360023498535
1749722030.132975,16,2.7603540420532227
1749722030.166749,16,2.794127941131592
1749722030.1988292,17,2.8262081146240234
1749722030.2315898,17,2.858968734741211
1749722030.2645261,16,2.8919050693511963
1749722030.298166,17,2.9255449771881104
1749722030.334785,17,2.9621639251708984
1749722030.372176,17,2.9995548725128174
1749722030.395309,17,3.0226879119873047
1749722030.4307818,17,3.0581607818603516
1749722030.466184,17,3.0935628414154053
1749722030.498676,16,3.1260550022125244
1749722030.535002,16,3.1623809337615967
1749722030.567467,16,3.1948459148406982
1749722030.5980039,16,3.2253828048706055
1749722030.637394,16,3.264772891998291
1749722030.667983,16,3.2953619956970215
1749722030.700199,16,3.327577829360962
1749722030.7343628,17,3.361741781234741
1749722030.767942,17,3.3953208923339844
1749722030.801292,17,3.428670883178711
1749722030.833895,17,3.4612739086151123
1749722030.865612,17,3.4929909706115723
1749722030.898064,17,3.5254428386688232
1749722030.932725,17,3.5601038932800293
1749722030.963514,17,3.590893030166626
1749722030.9979498,17,3.625328779220581
1749722031.033042,17,3.6604208946228027
1749722031.0650811,16,3.692460060119629
1749722031.097502,16,3.7248809337615967
1749722031.1311622,16,3.7585411071777344
1749722031.167469,16,3.7948479652404785
1749722031.197136,16,3.824514865875244
1749722031.233336,16,3.860714912414551
1749722031.26687,16,3.8942489624023438
1749722031.297374,16,3.924752950668335
1749722031.332733,16,3.9601118564605713
1749722031.3667,16,3.9940788745880127
1749722031.398562,16,4.025940895080566
1749722031.43079,16,4.058168888092041
1749722031.465719,17,4.093097925186157
1749722031.500267,17,4.127645969390869
1749722031.531732,17,4.159111022949219
1749722031.565598,17,4.192976951599121
1749722031.600829,17,4.22820782661438
1749722031.631664,17,4.259042978286743
1749722031.666987,17,4.294365882873535
1749722031.698399,17,4.325778007507324
1749722031.731308,16,4.358686923980713
1749722031.764616,17,4.391994953155518
1749722031.799691,17,4.427069902420044
1749722031.834362,17,4.461740970611572
1749722031.8634,16,4.490778923034668
1749722031.89948,17,4.5268590450286865
